■ 개봉일람_연도별,,,,,,,,,,,,,,,,,
- 조회일: 2020-06-04,,,,,,,,,,,,,,,,,
- 출처: 영화진흥위원회 통합전산망 (http://www.kobis.or.kr),,,,,,,,,,,,,,,,,
▶ 검색조건 [ 조회기간 : 2010~2019   국적 : 전체   영화명 : 전체   개봉일 : 전체   영화구분 : 전체   영화유형 : 개봉영화    ],,,,,,,,,,,,,,,,,
순번,영화명,감독,제작사,수입사,배급사,개봉일,영화유형,영화형태,국적,"전국
스크린수","전국
매출액","전국
관객수","서울
매출액","서울
관객수",장르,등급,영화구분
3837,미세스 하이드,세르쥬 보종,,(주)엣나인필름,(주)엣나인필름,2018-05-31,개봉영화,장편,프랑스,31,"21,460,300","2,536","16,788,700","1,843",드라마,15세이상관람가,독립/예술영화
3838,파티51,정용택,51+ 필름,,㈜인디스토리,2014-12-11,개봉영화,장편,한국,9,"18,934,900","2,536","15,047,400","1,932",다큐멘터리,청소년관람불가,독립/예술영화
3839,웰컴 투 사우스,루카 미니에로,,(주)나이너스엔터테인먼트,(주)나이너스엔터테인먼트,2012-12-13,개봉영화,장편,이탈리아,16,"19,349,000","2,524","13,912,000","1,761",코미디,전체관람가,독립/예술영화
3840,"동물, 원",왕민철,케프-ㄹ러49,,(주)시네마달,2019-09-05,개봉영화,장편,한국,25,"17,878,980","2,522","9,725,180","1,205",다큐멘터리,전체관람가,독립/예술영화
3841,꺼져버려 종양군,한연,,(주)우성엔터테인먼트,(주)영화사 빅,2016-05-12,개봉영화,장편,중국,73,"20,091,000","2,519","12,578,000","1,555",드라마,12세이상관람가,독립/예술영화
3842,메가 스파이더,마이크 멘데즈,,(주)소나무픽쳐스,(주)소나무픽쳐스,2014-09-12,개봉영화,장편,미국,21,"8,065,000","2,519","3,090,000","1,459",코미디,15세이상관람가,일반영화
3843,살인의 강,김대현,"썸머트리 주식회사,인디라인",,주식회사 마운틴픽쳐스,2010-09-30,개봉영화,장편,한국,14,"19,238,557","2,515","8,153,500","1,014",미스터리,청소년관람불가,독립/예술영화
3844,맹글혼,데이빗 고든 그린,,(주)메인타이틀픽쳐스,(주)영화사 빅,2015-11-26,개봉영화,장편,미국,42,"17,543,500","2,511","9,382,000","1,276",드라마,15세이상관람가,독립/예술영화
3845,우키시마호,김진홍,(주)영화사메이플러스,,"(주)영화사메이플러스,주식회사 마운틴픽쳐스",2019-09-19,개봉영화,장편,한국,65,"20,838,940","2,508","7,084,900",792,다큐멘터리,전체관람가,독립/예술영화
3846,일주일간 친구,무라카미 쇼스케,,위드 라이언 픽쳐스,노바엔터테인먼트,2017-12-28,개봉영화,장편,일본,30,"18,679,300","2,508","9,743,800","1,240",멜로/로맨스,12세이상관람가,독립/예술영화
3847,양의 나무,요시다 다이하치,,(주)오렌지옐로우하임,(주)영화사오원,2018-10-18,개봉영화,장편,일본,24,"22,541,500","2,505","17,431,300","1,779",스릴러,15세이상관람가,독립/예술영화
3848,하나식당,최낙희,에이케이엔터테인먼트(주),,(주)영화사오원,2018-11-22,개봉영화,장편,한국,40,"21,398,450","2,505","14,701,300","1,653",드라마,12세이상관람가,독립/예술영화
3849,뷰티풀 레이디스,오드리 에스트루고,,(주)유로커뮤니케이션,(주)디스테이션,2016-11-10,개봉영화,장편,프랑스,39,"18,699,400","2,501","11,850,400","1,514",드라마,15세이상관람가,독립/예술영화
3850,다슬이,박철순,"더리얼오지픽쳐스,동아방송대학 디마키네마,디마엔터테인먼트",,어뮤즈,2011-11-24,개봉영화,장편,한국,15,"18,282,400","2,492","7,921,400","1,037",드라마,전체관람가,독립/예술영화
3851,아워즈,에릭 헤이저러,,(주)소나무픽쳐스,(주)박수엔터테인먼트,2014-04-16,개봉영화,장편,미국,29,"13,626,700","2,492","4,408,700","1,184",드라마,15세이상관람가,일반영화
3852,영하의 바람,김유리,"비밀의화원,브릿지 프로덕션",,(주)영화사 진진,2019-11-14,개봉영화,장편,한국,26,"20,635,700","2,490","14,385,300","1,580",드라마,12세이상관람가,독립/예술영화
3853,레드 툼,구자환,레드무비,,(주)따미픽쳐스,2015-07-09,개봉영화,장편,한국,13,"15,690,000","2,487","4,915,000",725,다큐멘터리,15세이상관람가,독립/예술영화
3854,톰 오브 핀란드,돔 카루코스키,,(주)레인보우팩토리,아이 엠,2018-08-30,개봉영화,장편,핀란드,17,"20,583,500","2,482","16,240,700","1,794",드라마,15세이상관람가,독립/예술영화
3855,해커스,세드릭 히메네즈,,(주)소나무픽쳐스,(주)소나무픽쳐스,2014-10-01,개봉영화,장편,프랑스,20,"7,646,000","2,479","3,154,000","1,466",스릴러,15세이상관람가,독립/예술영화
3856,어떤 여인의 고백,아틱 라히미,,찬란,찬란,2013-10-03,개봉영화,장편,프랑스,10,"17,003,500","2,477","11,050,500","1,443",드라마,청소년관람불가,독립/예술영화
3857,브레이킹,프레드랙 안토니제빅,,(주)에이블엔터테인먼트,(주)에이블엔터테인먼트,2014-08-21,개봉영화,장편,미국,20,"12,002,000","2,474","1,770,000",354,액션,청소년관람불가,일반영화
3858,에반게리온: 파,"마샤유키,츠루마키 카즈야",가이낙스,(주)아인스에스엔엠,예지림엔터테인먼트,2009-12-03,개봉영화,장편,일본,34,"18,417,157","2,473","18,128,000","2,434",애니메이션,12세이상관람가,일반영화
3859,속물들,"신아가,이상철",영화사고래,,(주)삼백상회,2019-12-12,개봉영화,장편,한국,95,"18,960,440","2,472","6,042,200",739,드라마,15세이상관람가,독립/예술영화
3860,한낮의 피크닉,"강동완,김한라,임오정",서울독립영화제,,서울독립영화제,2019-07-04,개봉영화,옴니버스,한국,21,"18,741,310","2,461","12,112,810","1,435",드라마,12세이상관람가,독립/예술영화
3861,계몽영화,박동훈,3767필름,,㈜인디스토리,2010-09-16,개봉영화,장편,한국,9,"18,400,702","2,456","13,785,300","1,774",드라마,15세이상관람가,독립/예술영화
3862,투란도트,마르코 아르투로 마렐리,,(주)케빈앤컴퍼니,(주)케빈앤컴퍼니,2016-02-07,개봉영화,장편,독일,10,"64,412,500","2,455","50,322,000","1,929",공연,12세이상관람가,일반영화
3863,22,궈커,(주)아시아홈 엔터테인먼트,,메가박스중앙(주)플러스엠,2018-08-14,개봉영화,장편,한국,31,"18,668,000","2,434","15,406,200","1,911",다큐멘터리,전체관람가,독립/예술영화
3864,텔 잇 투 더 비즈,아나벨 얀켈,,(주)월드시네마,(주)라이크 콘텐츠,2019-10-31,개봉영화,장편,영국,22,"21,144,480","2,433","16,909,780","1,873",드라마,15세이상관람가,독립/예술영화
3865,12번째 솔저,해럴드 즈워트,,(주)엣나인필름,(주)엣나인필름,2019-04-11,개봉영화,장편,노르웨이,44,"17,777,000","2,427","7,950,020","1,032",전쟁,12세이상관람가,독립/예술영화
3866,겁쟁이 페달: 스페어 바이크,나베시마 오사무,,(주)미디어캐슬,(주)미디어캐슬,2016-11-17,개봉영화,장편,일본,29,"18,060,000","2,415","9,564,000","1,222",애니메이션,전체관람가,일반영화
3867,로크,스티븐 나이트,,(유)조이앤컨텐츠그룹,(주)팝엔터테인먼트,2014-06-26,개봉영화,장편,미국,36,"17,832,000","2,412","5,068,000",686,드라마,15세이상관람가,일반영화
3868,아메리칸 패스토럴,이완 맥그리거,,주식회사 풍경소리,(주)드림팩트엔터테인먼트,2017-05-25,개봉영화,장편,미국,24,"18,127,900","2,412","12,395,400","1,587",가족,15세이상관람가,독립/예술영화
3869,막걸스,김기영,(주)한국시나리오작가영상제작단,,(주)드림팩트엔터테인먼트,2015-05-21,개봉영화,장편,한국,20,"15,993,500","2,410","12,334,000","1,930",코미디,15세이상관람가,독립/예술영화
3870,호박과 마요네즈,토미나가 마사노리,,(주)엔케이컨텐츠,(주)디스테이션,2018-09-13,개봉영화,장편,일본,55,"20,060,750","2,406","11,028,850","1,276",멜로/로맨스,15세이상관람가,독립/예술영화
3871,헝그리 하트,사베리오 코스탄조,,찬란,찬란,2016-06-30,개봉영화,장편,이탈리아,15,"17,326,800","2,398","13,451,000","1,791",드라마,15세이상관람가,독립/예술영화
3872,별나라 몰리 몬스터,"마티아스 브런,테드 시저",,(주)시네마리퍼블릭,(주)영화사 빅,2018-11-29,개봉영화,장편,독일,63,"17,796,300","2,395","3,378,050",403,애니메이션,전체관람가,독립/예술영화
3873,독도의 영웅들,권순도,퓨어웨이픽쳐스,,퓨어웨이픽쳐스,2016-02-18,개봉영화,장편,한국,4,"10,933,000","2,384","10,808,000","2,364",다큐멘터리,12세이상관람가,독립/예술영화
3874,더 홈즈맨,토미 리 존스,,(주)메인타이틀픽쳐스,와이드 릴리즈(주),2015-10-08,개봉영화,장편,프랑스,19,"16,284,000","2,381","8,733,500","1,179",드라마,청소년관람불가,독립/예술영화
3875,백자의 사람 : 조선의 흙이 되다,타카하시 반메이,,(주)미로비젼,(주)미로비젼,2012-07-12,개봉영화,장편,일본,21,"16,063,500","2,377","9,904,500","1,536",드라마,전체관람가,독립/예술영화
3876,마담 보바리,앤 폰테인,,㈜세종커뮤니케이션스,에이원엔터테인먼트,2015-04-02,개봉영화,장편,프랑스,32,"17,605,500","2,375","9,522,500","1,229",멜로/로맨스,청소년관람불가,독립/예술영화
3877,아빠는 예쁘다,"박수민,김승협","(주)유비콘텐츠,영화사공감",,(주)영화사오원,2019-11-21,개봉영화,장편,한국,29,"19,853,980","2,372","13,644,180","1,520",가족,15세이상관람가,독립/예술영화
3878,디브,나지 아부 노워,,주식회사 디에스이이디,주식회사 디에스이이디,2016-09-01,개봉영화,장편,아랍에미리트연합국정부,5,"12,870,400","2,371","11,545,000","2,165",어드벤처,15세이상관람가,독립/예술영화
3879,뉴타입 히어로 얏타맨,"히시다 마사카즈,사사가와 히로시",,(유)조이앤컨텐츠그룹,예지림엔터테인먼트,2012-06-21,개봉영화,장편,일본,39,"14,417,500","2,368","6,137,000",985,애니메이션,전체관람가,일반영화
3880,땅의 여자,권우정,다큐인,,시네마달,2010-09-09,개봉영화,장편,한국,14,"16,398,974","2,368","9,762,000","1,354",다큐멘터리,전체관람가,독립/예술영화
3881,잔다라: 더 비기닝,M.L. 반데바노프 데바쿤,,데이지엔터테인먼트,(주)영화사 빅,2013-09-05,개봉영화,장편,태국,13,"16,952,000","2,360","3,997,500",530,멜로/로맨스,청소년관람불가,독립/예술영화
3882,행복까지 30일,M. 마니칸단,,미디어소프트,"예지림엔터테인먼트,미디어소프트",2016-06-09,개봉영화,장편,인도,18,"16,914,700","2,359","7,831,500",936,드라마,전체관람가,독립/예술영화
3883,아기와 나,손태겸,한국영화아카데미,,CGV아트하우스,2017-11-23,개봉영화,장편,한국,62,"17,949,800","2,356","10,957,100","1,345",드라마,15세이상관람가,독립/예술영화
3884,바비,이상우,(주)엘앤유인디컴미디어,,(주)미로비젼,2012-10-25,개봉영화,장편,한국,24,"17,341,500","2,355","12,327,500","1,633",드라마,청소년관람불가,독립/예술영화
3885,마이 페어 웨딩,장희선,(주)레인보우팩토리,,(주)영화사 진진,2015-06-04,개봉영화,장편,한국,39,"17,980,000","2,353","14,705,500","1,856",다큐멘터리,12세이상관람가,독립/예술영화
3886,탱고 위드 미,프레더릭 폰테인,,(주)에스와이코마드,(주)에스와이코마드,2013-08-29,개봉영화,장편,벨기에,9,"15,718,500","2,350","8,535,000","1,104",드라마,청소년관람불가,독립/예술영화
3887,피가로의 결혼,,,(주) 인스터 글로벌,(주) 인스터 글로벌,2015-02-21,개봉영화,장편,미국,3,"49,607,500","2,350","42,678,000","1,927",공연,전체관람가,일반영화
3888,레나,김도원,(주)씨네코뮨,,(주)모멘텀엔터테인먼트,2016-05-26,개봉영화,장편,한국,14,"14,706,700","2,349","6,821,300",890,멜로/로맨스,12세이상관람가,독립/예술영화
3889,마이 플레이스,박문칠,KT&G 상상마당 영화사업팀 컴퍼니에스에스(주),,KT&G 상상마당 영화사업팀 컴퍼니에스에스(주),2014-01-30,개봉영화,장편,한국,21,"16,589,800","2,349","10,847,800","1,421",다큐멘터리,전체관람가,독립/예술영화
3890,라 트라비아타,,,(주) 인스터 글로벌,(주) 인스터 글로벌,2019-07-09,개봉영화,장편,미국,6,"56,084,650","2,339","42,543,000","1,775",기타,전체관람가,일반영화
3891,마이 보이,전규환,(주)트리필름,,(주)트리필름,2014-04-10,개봉영화,장편,한국,34,"15,899,800","2,338","4,839,000",600,가족,12세이상관람가,독립/예술영화
3892,극장판 꽃이 피는 첫걸음 : 홈 스위트 홈,안도 마사히로,,(주)머스트씨무비,"(주)머스트씨무비,(주)머스트씨무비릴리징컴퍼니",2014-07-17,개봉영화,장편,일본,15,"17,171,000","2,329","9,250,000","1,230",애니메이션,12세이상관람가,독립/예술영화
3893,뉴 문,크리스 웨이츠,,판씨네마(주),(주)넥스트엔터테인먼트월드(NEW),2009-12-02,개봉영화,장편,미국,532,"16,218,639","2,329","3,177,000",382,판타지,12세이상관람가,일반영화
3894,인생면허시험,이자벨 코이젯트,,(주)영화사선,예지림엔터테인먼트,2015-10-29,개봉영화,장편,미국,25,"19,244,500","2,325","13,044,000","1,554",드라마,청소년관람불가,독립/예술영화
3895,노란 코끼리,히로키 류이치,,(주)도키엔터테인먼트,(주)미디어데이,2013-11-14,개봉영화,장편,일본,10,"12,299,500","2,317","10,808,500","2,020",멜로/로맨스,15세이상관람가,독립/예술영화
3896,바빌론의 아들,모하메드 알 다라지,,(주)컴퍼니엘,필름메신저,2011-02-24,개봉영화,장편,영국,5,"17,088,500","2,317","14,707,000","1,926",드라마,전체관람가,독립/예술영화
3897,맨 앤 치킨,앤더스 토머스 옌센,,(주)컴퍼니엘,(주)컴퍼니엘,2016-05-04,개봉영화,장편,덴마크,6,"11,571,000","2,316","3,822,000",770,코미디,청소년관람불가,독립/예술영화
3898,못,서호빈,영화사 새삶,,주식회사 마운틴픽쳐스,2014-11-20,개봉영화,장편,한국,18,"16,657,100","2,313","10,613,200","1,448",드라마,15세이상관람가,독립/예술영화
3899,아쉬람,디파 메타,데파 메샤 필름,(주)에스와이코마드,(주)에스와이코마드,2010-02-25,개봉영화,장편,캐나다,2,"17,892,926","2,313","15,847,000","1,964",드라마,15세이상관람가,독립/예술영화
3900,오늘영화,"윤성호,강경태,구교환,이옥섭",서울독립영화제,,(주)인디플러그,2015-08-20,개봉영화,장편,한국,17,"17,045,200","2,309","12,933,700","1,681",멜로/로맨스,15세이상관람가,독립/예술영화
3901,코리올라누스: 세기의 라이벌,랄프 파인즈,,(유)조이앤컨텐츠그룹,(주)팝파트너스,2013-07-11,개봉영화,장편,영국,3,"8,722,000","2,309","5,214,000",823,전쟁,15세이상관람가,일반영화
3902,나부코,바바라 윌리스 스위츠,,(주) 인스터 글로벌,(주) 인스터 글로벌,2017-04-01,개봉영화,장편,미국,6,"52,467,000","2,308","39,582,000","1,732",공연,전체관람가,일반영화
3903,다른 길이 있다,조창호,영화사 몸,,"무브먼트,영화사 몸",2017-01-19,개봉영화,장편,한국,30,"17,281,700","2,305","8,922,700","1,098",드라마,15세이상관람가,독립/예술영화
3904,아이다,올리비에 피,,에스디시코리아 주식회사,에스디시코리아 주식회사,2015-07-01,개봉영화,장편,프랑스,12,"35,327,500","2,303","17,246,500","1,016",공연,전체관람가,독립/예술영화
3905,남자와 여자,주목,더블엔비컴퍼니(주),,(주)영화사 그램,2018-05-31,개봉영화,장편,한국,1,"18,760,700","2,297","18,489,700","2,174",드라마,12세이상관람가,독립/예술영화
3906,마터스,"케빈 고츠,마이클 고츠",,(주)콘텐츠게이트,(주)디스테이션,2016-10-20,개봉영화,장편,미국,73,"18,720,500","2,287","7,624,000",916,공포(호러),청소년관람불가,독립/예술영화
3907,정사,김정환,펀펀한영화사,,(주)소나무픽쳐스,2014-10-30,개봉영화,장편,한국,20,"6,761,000","2,283","3,184,000","1,471",멜로/로맨스,청소년관람불가,일반영화
