순번,영화명,감독,제작사,수입사,배급사,개봉일,영화유형,영화형태,국적,장르,등급,영화구분,screens,total_viewer,directors,main_actor_list,ntz_score_list,ntz_count_list,running_time_list
2096,양말요정 휴고의 대모험,갈리나 미클리노바,,(주)나이너스엔터테인먼트,와이드 릴리즈(주),2018-09-06,개봉영화,장편,체코,어드벤처,전체관람가,일반영화,354,25278,갈리나 미클리노바,"조연우, 박상우, 신정훈",7.57,60,77
2099,러브라이브! 선샤인!! 더 스쿨 아이돌 무비 오버 더 레인보우,사카이 카즈오,,(주)애니플러스,(주)애니플러스,2019-02-14,개봉영화,장편,일본,애니메이션,전체관람가,일반영화,66,25109,사카이 카즈오,"이나미 안쥬, 아이다 리카코, 스와 나나카",8.34,338,100
2101,하이큐!! 콘셉트의 싸움,미츠나카 스스무,,(주)에이원엔터테인먼트,(주)팝엔터테인먼트,2018-01-11,개봉영화,장편,일본,애니메이션,12세이상관람가,일반영화,97,24898,미츠나카 스스무,무라세 아유무,8.82,184,89
2106,모험왕 블링키,딘 테일러,,,(주)라이크 콘텐츠,2019-02-20,개봉영화,장편,호주,애니메이션,전체관람가,일반영화,226,24787,딘 테일러,"이선, 사문영, 장민혁",8.49,37,78
2112,키즈모노가타리 I : 철혈편,신보 아키유키,,(주)애니플러스,(주)박수엔터테인먼트,2016-06-30,개봉영화,장편,일본,애니메이션,15세이상관람가,일반영화,74,24492,신보 아키유키,"카미야 히로시, 사카모토 마아야, 호리에 유이",7.96,479,64
2118,노크: 초대받지 않은 손님,조하네스 로버츠,,(주)퍼스트런,(주)삼백상회,2018-10-11,개봉영화,장편,미국,공포(호러),15세이상관람가,일반영화,266,24379,조하네스 로버츠,"베일리 매디슨, 루이스 풀먼, 크리스티나 헨드릭스",5.05,236,85
2119,원라이프,"마이클 건톤,마샤 홈즈",유나이티드픽처스(주),유나이티드픽처스(주),씨제이이앤엠(주),2011-08-17,개봉영화,장편,영국,다큐멘터리,전체관람가,일반영화,158,24348,마이클 건톤,"이수근, 김유정, 다니엘 크레이그",6.35,153,84
2123,나이스 가이즈,쉐인 블랙,,(주)누보필림,메가박스중앙(주)플러스엠,2016-07-06,개봉영화,장편,미국,범죄,청소년관람불가,일반영화,249,24268,쉐인 블랙,"러셀 크로우, 라이언 고슬링",6.59,337,116
2125,레전드 오브 래빗: 불의 전설,"마원,동대가",,주식회사 루믹스미디어,(주)팝엔터테인먼트,2015-09-24,개봉영화,장편,중국,애니메이션,전체관람가,일반영화,126,24111,마원,"황뢰, 양자산, 왕경송",7.28,85,80
2142,하이 스피드! –프리! 스타팅 데이즈-,타케모토 야스히로,,(주)애니플러스,(주)박수엔터테인먼트,2016-03-24,개봉영화,장편,일본,애니메이션,전체관람가,일반영화,60,23496,타케모토 야스히로,"시마자키 노부나가, 스즈키 타츠히사, 토요나가 토시유키",9.18,302,111
2145,코드네임 제로니모,존 스톡웰,,주식회사 풍경소리,씨너스엔터테인먼트(주),2012-12-13,개봉영화,장편,미국,액션,15세이상관람가,일반영화,108,23462,존 스톡웰,"캠 지갠뎃, 윌리암 피츠너, 로버트 네퍼",6.2,217,99
2146,언프렌드,시몬 베호벤,,(주)크리픽쳐스,(주)크리픽쳐스,2017-02-09,개봉영화,장편,독일,스릴러,15세이상관람가,일반영화,179,23450,시몬 베호벤,"알리시아 데브넘 캐리, 리슬 알러스, 윌리암 모즐리",5.24,202,92
2153,굿 라이어,빌 콘돈,,,워너브러더스 코리아(주),2019-12-05,개봉영화,장편,미국,스릴러,15세이상관람가,일반영화,324,23262,빌 콘돈,"헬렌 미렌, 이안 맥켈런",7.94,246,109
2161,스페이스 침스 - 자톡의 역습 3D,존 H. 윌리엄스,프라나 스튜디오,코리아스토리,㈜케이디미디어,2010-08-19,개봉영화,장편,미국,애니메이션,전체관람가,일반영화,82,23021,존 H. 윌리엄스,"톰 케니, 잭 샤다, 로라 베일리",6.28,43,75
2163,비정한 도시 감독판,김문흠,(주)온전한 컴퍼니,,(주)인벤트스톤,2012-10-25,개봉영화,장편,한국,미스터리,청소년관람불가,일반영화,172,22900,김문흠,"조성하, 김석훈, 이기영",4.51,584,90
2165,"봄, 눈",김태균,판씨네마(주),,(주)넥스트엔터테인먼트월드(NEW),2012-04-26,개봉영화,장편,한국,드라마,전체관람가,일반영화,118,22870,김태균,"윤석화, 임지규, 이경영",7.35,159,109
2172,펭이와 친구들의 남극대모험,루카스 퀴아오,,(주)하이라이트픽쳐스,와이드 릴리즈(주),2018-02-28,개봉영화,장편,중국,애니메이션,전체관람가,일반영화,233,22695,루카스 퀴아오,"김소희, 황창영, 윤아영",4.1,49,77
2181,이스케이프 게임,보그다나 베라 로렌츠,,제인앤유,제인앤유,2019-10-11,개봉영화,장편,독일,스릴러,15세이상관람가,일반영화,2,22451,보그다나 베라 로렌츠,앨리스 드바이어,-,-,79
2183,스킵트레이스: 합동수사,레니 할린,,(주)미디어로그,(주)영화사 빅,2016-08-31,개봉영화,장편,홍콩,액션,15세이상관람가,일반영화,244,22350,레니 할린,"성룡, 조니 녹스빌, 판빙빙",6.51,277,107
2186,파워배틀 와치카: 와치가면의 역습,"이영준,김래경",(주)삼지애니메이션,,(주)삼지애니메이션,2017-06-01,개봉영화,장편,한국,애니메이션,전체관람가,일반영화,246,22110,이영준,"엄상현 목소리), 전태열 목소리)",8.43,82,74
2187,엔들리스 러브,샤나 페스트,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2014-03-13,개봉영화,장편,미국,드라마,15세이상관람가,일반영화,210,22091,샤나 페스트,"알렉스 페티퍼, 가브리엘라 와일드, 라이스 웨이크필드",7.6,149,104
2192,터닝메카드W: 반다인의 비밀 특별판,홍헌표,㈜희원엔터테인먼트,,"(주)제이앤씨미디어그룹,(주)버킷스튜디오",2018-02-08,개봉영화,장편,한국,애니메이션,전체관람가,일반영화,168,21947,홍헌표,"소연, 윤미나, 이현진",6.3,33,76
2210,잃어버린 세계를 찾아서,크리스 버틀러,,주식회사 더쿱,(주)이수C&E,2019-10-09,개봉영화,장편,미국,애니메이션,전체관람가,일반영화,279,21252,크리스 버틀러,"휴 잭맨, 조 샐다나, 자흐 갈리피아나키스",8.24,83,95
2219,아기기린 자라파,"레미 베잔송,장-클리스토페 리에",,(주)유니코리아문예투자,롯데쇼핑㈜롯데엔터테인먼트,2013-02-14,개봉영화,장편,프랑스,애니메이션,전체관람가,일반영화,87,20811,레미 베잔송,"맥스 레나우딘, 시몬 압카리언, 프랑수아 제르비에 드메종",8.95,40,78
2221,콜링 인 러브,제임스 도드슨,메트로-골드윈-마이어,아이엠제이 유한회사,㈜케이디미디어,2010-03-25,개봉영화,장편,미국,멜로/로맨스,15세이상관람가,일반영화,68,20796,제임스 도드슨,"제시 멧칼피, 쉬리야 사란",7.05,128,100
2222,워리어,개빈 오코너,,(주)화앤담이엔티,(주)화앤담이엔티,2011-11-02,개봉영화,장편,미국,드라마,15세이상관람가,일반영화,142,20702,개빈 오코너,"톰 하디), 조엘 에저튼), 제니퍼 모리슨)",8.69,881,121
2231,극장판 뛰뛰빵빵 구조대 미션: 둥둥이를 구하라!,방형우,"(주)빅스크리에이티브,(주)디씨지플러스,차이나필름그룹",,메가박스중앙(주)플러스엠,2014-08-07,개봉영화,장편,한국,애니메이션,전체관람가,일반영화,91,20175,방형우,"양정화, 안영미, 홍범기",7.83,112,80
2232,쏘우-여섯번의 기회,케빈 그루터트,(주)빅버젯,,(주)빅버젯,2010-01-07,개봉영화,장편,미국,공포(호러),청소년관람불가,일반영화,52,20116,케빈 그루터트,"토빈 벨, 코스타스 맨다이어, 쇼니 스미스",7.44,761,90
2236,완전 소중한 사랑,김진민,"(주)옐로우래빗,(사)문화예술사회공헌 네트워크",,주식회사 마운틴픽쳐스,2013-11-21,개봉영화,장편,한국,드라마,12세이상관람가,일반영화,66,20063,김진민,"심이영, 임지규",8.43,176,118
2240,극장판 어드벤처 타임: 비밀의 아일랜드,엘리자베스 이토,,터너코리아 유한회사,(주)팝엔터테인먼트,2017-04-13,개봉영화,장편,미국,애니메이션,전체관람가,일반영화,125,19986,엘리자베스 이토,"이지현, 곽윤상, 전진아",8.16,45,84
2241,빌리 진 킹: 세기의 대결,"발레리 페리스,조나단 데이턴",,이십세기폭스코리아(주),이십세기폭스코리아(주),2017-11-16,개봉영화,장편,미국,코미디,15세이상관람가,일반영화,135,19952,발레리 페리스,"엠마 스톤, 스티브 카렐",7.36,303,121
2244,나의 히어로 아카데미아 더 무비: 두 명의 히어로,나가사키 켄지,,대원미디어(주),(주)리틀빅픽쳐스,2019-05-16,개봉영화,장편,일본,애니메이션,전체관람가,일반영화,85,19917,나가사키 켄지,"야마시타 다이키, 오카모토 노부히코, 미야케 켄타",9.38,203,96
2249,커플 테라피: 대화가 필요해,피터 빌링슬레이,유니버셜 픽쳐스,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2010-02-25,개봉영화,장편,미국,코미디,15세이상관람가,일반영화,66,19623,피터 빌링슬레이,"빈스 본, 제이슨 베이트먼, 존 파브로",6.44,121,112
2250,극장판 가면라이더 이그제이드: 트루 엔딩,나카자와 쇼지로,,대원미디어(주),(주)이수C&E,2018-10-09,개봉영화,장편,일본,액션,전체관람가,일반영화,326,19598,나카자와 쇼지로,"김혜성, 류승곤, 이호산",8.43,70,57
2252,웨딩스캔들,신동엽,(주)엔브릭스,,(주)마인스 엔터테인먼트,2012-09-06,개봉영화,장편,한국,코미디,15세이상관람가,일반영화,121,19569,신동엽,"김민준, 곽지민",5.44,333,90
2259,스페이스 독 2,"이나 예블라니코바,알렉산더 크람초프,바딤 소츠코프",,에이원엔터테인먼트,(주)지어소프트,2014-12-11,개봉영화,장편,러시아,애니메이션,전체관람가,일반영화,108,19445,이나 예블라니코바,"노나 그리스하에바, 마리아나 스피바크, 일리야 함초프",7.31,51,75
2271,뱅드림! 필름 라이브,우메츠 토모미,,(주)애니플러스,(주)애니플러스,2019-09-26,개봉영화,장편,일본,애니메이션,전체관람가,일반영화,78,19264,우메츠 토모미,"아이미, 오오츠카 사에, 니시모토 리미",8.04,71,73
2281,토마스와 친구들 - 극장판 3,그렉 티어넌,,(주)코카반,에이원엔터테인먼트,2011-05-05,개봉영화,장편,영국,애니메이션,전체관람가,일반영화,110,18845,그렉 티어넌,"신용우, 엄상현, 전태열",7.09,32,60
2285,슬립리스: 크리미널 나이트,바란 보 오다르,,(주)미디어로그,(주)미디어로그,2017-03-08,개봉영화,장편,미국,액션,15세이상관람가,일반영화,158,18740,바란 보 오다르,"제이미 폭스, 미셸 모나한, 데이빗 하버",6.26,132,95
2289,꼬마영웅 바비,지안밍 후앙,,(주)나우콘텐츠,와이드 릴리즈(주),2018-05-30,개봉영화,장편,중국,애니메이션,전체관람가,일반영화,317,18509,지안밍 후앙,"김명준, 최낙윤, 안현서",8.46,48,72
2302,스페이스 치킨: 마법 부적의 비밀,"알렉스 오렐,에두와르도 슐츠",,(주)나우콘텐츠,(주)박수엔터테인먼트,2018-10-25,개봉영화,장편,미국,애니메이션,전체관람가,일반영화,273,18169,알렉스 오렐,"류승곤, 이인석, 이명희",7.48,48,78
2308,인카네이트,브래드 페이튼,,판씨네마(주),판씨네마(주),2017-05-25,개봉영화,장편,미국,스릴러,15세이상관람가,일반영화,229,18028,브래드 페이튼,"아론 에크하트, 데이비드 매주즈, 캐리스 밴 허슨",6.48,184,86
2310,본타: 땅콩왕국의 전설,레오 리,,"영화사 마농(주),주식회사 미콘",(주)팝엔터테인먼트,2014-10-30,개봉영화,장편,중국,애니메이션,전체관람가,일반영화,179,18022,레오 리,오뢰,5.82,50,87
2315,퍼펙트,닐스 아르덴 오플레브,,(주)영화사폴,(주)마인스 엔터테인먼트,2013-09-25,개봉영화,장편,미국,액션,청소년관람불가,일반영화,136,17916,닐스 아르덴 오플레브,"콜린 파렐, 테렌스 하워드, 누미 라파스",6.8,138,107
2324,로빈슨의 언더워터 어드벤처,막심 볼코브,,(주)박수엔터테인먼트,(주)박수엔터테인먼트,2018-11-15,개봉영화,장편,러시아,애니메이션,전체관람가,일반영화,216,17674,막심 볼코브,"김명준, 이인석, 신한호",6.23,31,73
2333,혼스,알렉산더 아야,,주식회사 더쿱,(주)팝엔터테인먼트,2014-11-27,개봉영화,장편,미국,판타지,청소년관람불가,일반영화,166,17535,알렉산더 아야,"다니엘 래드클리프, 주노 템플",7.3,924,119
2340,빌리어네어 보이즈클럽,제임스 콕스,,씨네그루(주)키다리이엔티,"씨네그루(주)키다리이엔티,플레이리스트(주)",2019-01-10,개봉영화,장편,미국,드라마,15세이상관람가,일반영화,166,17410,제임스 콕스,"안셀 엘고트, 태런 에저튼",4.9,219,107
2343,유아 낫 유,조지 C. 울프,,모비딕엔터테인먼트(주),(주)마인스 엔터테인먼트,2015-01-21,개봉영화,장편,미국,드라마,15세이상관람가,일반영화,103,17372,조지 C. 울프,"힐러리 스웽크, 에미 로섬, 조쉬 더하멜",8.74,174,104
2348,엘리아스: 바다의 보물을 찾아라!,리스 오스볼,,(주)소나무픽쳐스,(주)마인스 엔터테인먼트,2014-10-23,개봉영화,장편,노르웨이,애니메이션,전체관람가,일반영화,199,17305,리스 오스볼,"데니스 스토르호이, 엘리자베스 모버그",8.13,39,79
2359,프렌즈: 둥지탈출,"크리스찬 하스,안드레아 블록",,(주)박수엔터테인먼트,(주)박수엔터테인먼트,2019-05-01,개봉영화,장편,독일,애니메이션,전체관람가,일반영화,184,16955,크리스찬 하스,"조쉬 키튼, 케이트 윈슬렛, 윌렘 대포",8.74,31,88
2360,프라이버시,존 크로울리,,(주)스마일이엔티,(주)인벤트스톤,2014-03-20,개봉영화,장편,영국,범죄,15세이상관람가,일반영화,165,16936,존 크로울리,"에릭 바나, 레베카 홀, 짐 브로드벤트",7.38,139,96
2363,하늘이 보내준 딸,비자이,,(주)포커스엔터테인먼트,(주)싸이더스,2012-04-19,개봉영화,장편,인도,가족,전체관람가,일반영화,107,16875,비자이,"치얀 비크람, 사라 아준",8.67,461,115
2365,비스트 앵콜 콘서트 3D,손석,(주)에스비에스콘텐츠허브,,(주)에스비에스콘텐츠허브,2012-02-29,개봉영화,장편,한국,공연,전체관람가,일반영화,75,16844,손석,비스트,9.02,290,90
2372,호비와 동화나라 대모험,히라바야시 이사무,,(주)머스트씨무비릴리징컴퍼니,(주)머스트씨무비릴리징컴퍼니,2016-12-08,개봉영화,장편,일본,애니메이션,전체관람가,일반영화,81,16620,히라바야시 이사무,"미나미 오미, 미키 타카하시, 야마자키 타쿠미",8.59,162,61
2374,헤이트 발렌타인데이,니아 발다로스,블루스타 픽쳐스,㈜케이디미디어,㈜케이디미디어,2010-02-04,개봉영화,장편,미국,멜로/로맨스,12세이상관람가,일반영화,74,16566,니아 발다로스,"니아 발다로스, 존 코벳",5.86,145,89
2375,오드토머스,스티븐 소머즈,,(주)히스토리필름,(주)영화사 빅,2014-08-27,개봉영화,장편,미국,액션,15세이상관람가,일반영화,165,16555,스티븐 소머즈,"안톤 옐친, 윌렘 대포, 애디슨 팀린",7.87,668,97
2376,바니부기: 드래곤 에그를 찾아서,리양우,,(주)박수엔터테인먼트,(주)박수엔터테인먼트,2018-09-12,개봉영화,장편,중국,애니메이션,전체관람가,일반영화,280,16505,리양우,"오은수, 신정훈, 조연우",7.1,31,76
