순번,영화명,감독,제작사,수입사,배급사,개봉일,영화유형,영화형태,국적,장르,등급,영화구분,screens,total_viewer,directors,main_actor_list,ntz_score_list,ntz_count_list,running_time_list
1551,극장판 반지의 비밀일기,한승우,"(주)쏘울 크리에이티브,애니맥스 브로드캐스팅 코리아 유한회사",,"(주)영화사 빅,(주)버킷스튜디오",2019-09-11,개봉영화,장편,한국,애니메이션,전체관람가,일반영화,459,67319,한승우,"방연지, 김선혜, 조경이",9.04,106,72
1553,아이엠스타 뮤직어워드,와타다 신야,,씨제이이앤엠(주),씨제이이앤엠(주),2016-09-14,개봉영화,장편,일본,애니메이션,전체관람가,일반영화,358,67027,와타다 신야,"정유정, 김새해, 김영은",7.78,263,56
1554,Mr.아이돌,라희찬,데이지엔터테인먼트,,"롯데쇼핑㈜롯데엔터테인먼트,(주)시너지하우스 (시너지)",2011-11-03,개봉영화,장편,한국,드라마,12세이상관람가,일반영화,311,67001,라희찬,"박예진, 지현우, 김수로",7.3,1483,114
1567,극장판 파워레인저: 애니멀포스 VS 닌자포스 미래에서 온 메시지,타케모토 노보루,,대원미디어(주),(주)넥스트엔터테인먼트월드(NEW),2017-11-09,개봉영화,장편,일본,액션,전체관람가,일반영화,370,65895,타케모토 노보루,"나카오 마사키, 야나기 미키, 난바 쇼헤이",8.64,237,58
1572,더 크리스마스,티모시 렉카트,,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,2017-12-21,개봉영화,장편,미국,애니메이션,전체관람가,일반영화,158,65460,티모시 렉카트,"스티븐 연, 지나 로드리게즈, 제커리 레비",9.04,79,86
1581,엘라의 모험 2: 백설공주 길들이기,"보이드 커클랜드,스티븐 E. 고든",바프 베를린 애니메이션 필름,코리아 코어 컨텐츠,㈜케이디미디어,2010-02-25,개봉영화,장편,미국,가족,전체관람가,일반영화,84,63857,보이드 커클랜드,"G.K. 보위스, 켈리 브로워, 켈리 브루스터",7.22,60,71
1583,몬스터 하우스,피터 레페니오티스,,(주)박수엔터테인먼트,(주)박수엔터테인먼트,2019-10-03,개봉영화,장편,캐나다,애니메이션,전체관람가,일반영화,202,63784,피터 레페니오티스,"베키 지, 조쉬 펙, 올리비아 홀트",8.29,17,85
1586,로우리스: 나쁜 영웅들,존 힐코트,,"(주)부메랑모션픽쳐스,(주)드림웨스트픽쳐스",씨너스엔터테인먼트(주),2012-10-18,개봉영화,장편,미국,액션,청소년관람불가,일반영화,275,63108,존 힐코트,"샤이아 라보프, 톰 하디, 게리 올드만",7.88,682,115
1589,리틀 프린세스 소피아 : 신비한 섬,제이미 미첼,,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사,2017-09-28,개봉영화,장편,미국,애니메이션,전체관람가,일반영화,135,62454,제이미 미첼,"김미랑, 서지연",8.45,323,64
1592,기생수 파트2,야마자키 타카시,,판씨네마(주),판씨네마(주),2015-05-07,개봉영화,장편,일본,SF,청소년관람불가,일반영화,260,62071,야마자키 타카시,"소메타니 쇼타, 아베 사다오, 후카츠 에리",7.48,781,118
1602,아더와 미니모이 3: 두 세계의 전쟁,뤽 베송,,(주)영화사오원,(주)라이크 콘텐츠,2015-11-05,개봉영화,장편,프랑스,애니메이션,전체관람가,일반영화,267,61046,뤽 베송,"프레디 하이모어, 셀레나 고메즈, 페니 밸포어",7.52,138,101
1610,바운티 헌터,앤디 테넌트,콜럼비아 픽쳐스 코포레이션,한국소니픽쳐스릴리징브에나비스타영화㈜,한국소니픽쳐스릴리징브에나비스타영화㈜,2010-04-15,개봉영화,장편,미국,멜로/로맨스,15세이상관람가,일반영화,123,60376,앤디 테넌트,"제니퍼 애니스톤, 제라드 버틀러",6.63,236,110
1615,극장판 아따맘마3D : 엄마는 초능력자,타카하시 와타루,,,씨너스엔터테인먼트(주),2011-09-08,개봉영화,장편,일본,애니메이션,전체관람가,일반영화,123,60154,타카하시 와타루,"와타나베 쿠미코, 오가타 켄이치, 오리카사 후미코",7.28,134,43
1617,번개맨과 신비의 섬,김지열,"힘컨텐츠(주),한국교육방송공사 EBS",,"힘컨텐츠(주),(주)디스테이션",2018-04-05,개봉영화,장편,한국,가족,전체관람가,일반영화,191,59923,김지열,"서홍석, 홍민아, 유수호",9.43,225,70
1618,더 퍼지 : 거리의 반란,제임스 드모나코,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2014-08-27,개봉영화,장편,미국,공포(호러),청소년관람불가,일반영화,204,59881,제임스 드모나코,"프랭크 그릴로, 자크 길포드, 키엘 산체즈",7.01,1037,103
1619,엽문2,엽위신,만다린 필름즈 디스트리뷰션,"(유)조이앤시네마,(주)씨네라인코리아","(주)제이앤씨미디어그룹,(주)프라임엔터테인먼트",2010-06-16,개봉영화,장편,홍콩,액션,15세이상관람가,일반영화,141,59881,엽위신,"견자단, 홍금보, 황효명",8.73,1732,108
1620,극장판 가면라이더 VS 파워레인저 슈퍼히어로 대전,가네다 오사무,,대원미디어(주),롯데쇼핑㈜롯데엔터테인먼트,2014-01-23,개봉영화,장편,일본,액션,전체관람가,일반영화,183,59611,가네다 오사무,"오자와 료타, 이노우에 마사히로, 아키야마 리나",7.53,296,89
1622,극장판 숲의 요정 페어리루 ~크리스마스의 기적: 마법의 날개~,고로 사쿠라,,SMG 홀딩스,"(주)이수C&E,(주)에이원엔터테인먼트",2017-12-14,개봉영화,장편,일본,애니메이션,전체관람가,일반영화,207,59375,고로 사쿠라,"조경이, 이재현, 이지현",7.91,43,65
1639,달빛 길어올리기,임권택,(재)전주국제영화제조직위원회,,"(주)쇼박스,씨제이이앤엠(주),롯데쇼핑㈜롯데엔터테인먼트",2011-03-17,개봉영화,장편,한국,드라마,15세이상관람가,일반영화,128,57186,임권택,"박중훈, 강수연, 예지원",7.0,267,118
1642,극장판 프랭키와 친구들: 생명의 나무,박정오,프랭키영화문화산업전문(주),,예지림엔터테인먼트,2016-04-13,개봉영화,장편,한국,애니메이션,전체관람가,일반영화,258,56835,박정오,"이소은, 안영미, 김민정",8.6,200,72
1647,돌아온 파워레인저 미라클포스,나가이시 다카오,,대원미디어(주),롯데쇼핑㈜롯데엔터테인먼트,2012-02-29,개봉영화,장편,일본,액션,전체관람가,일반영화,235,56420,나가이시 다카오,"치바 유다이, 사토 리카, 오노 켄토",7.21,52,45
1656,워터 포 엘리펀트,프란시스 로렌스,,이십세기폭스코리아(주),이십세기폭스코리아(주),2011-05-04,개봉영화,장편,미국,드라마,15세이상관람가,일반영화,182,55561,프란시스 로렌스,"리즈 위더스푼, 로버트 패틴슨, 크리스토프 왈츠",7.59,205,120
1665,파라노말 액티비티4,"아리엘 슐만,헨리 유스트",파라마운트,씨제이이앤엠(주),씨제이이앤엠(주),2012-10-25,개봉영화,장편,미국,스릴러,15세이상관람가,일반영화,173,54461,아리엘 슐만,"케이티 피더스턴, 캐서린 뉴튼, 맷 쉬블리",5.02,447,88
1668,살인소설,스콧 데릭슨,,(주)영화사폴,씨너스엔터테인먼트(주),2012-11-15,개봉영화,장편,미국,미스터리,청소년관람불가,일반영화,186,54239,스콧 데릭슨,"지현우, 오만석, 이나라",5.98,750,103
1674,개구리왕국,넬슨 신,,예지림엔터테인먼트,예지림엔터테인먼트,2015-11-12,개봉영화,장편,중국,애니메이션,전체관람가,일반영화,227,53576,넬슨 신,"벨라 손, 카메론 달라스, 롭 슈나이더",7.53,144,77
1677,인 디 에어,제이슨 라이트맨,파라마운트 픽쳐스,씨제이엔터테인먼트,씨제이엔터테인먼트,2010-03-11,개봉영화,장편,미국,드라마,15세이상관람가,일반영화,53,53423,제이슨 라이트맨,"조지 클루니, 베라 파미가, 안나 켄드릭",8.41,1118,108
1687,호프 스프링즈,데이빗 프랭클,,데이지엔터테인먼트,(주)시너지하우스 (시너지),2013-04-04,개봉영화,장편,미국,멜로/로맨스,청소년관람불가,일반영화,179,52426,데이빗 프랭클,"메릴 스트립, 토미 리 존스, 스티브 카렐",8.5,243,100
1691,별을 쫓는 아이,신카이 마코토,,"에이원엔터테인먼트,(주)박수엔터테인먼트","(주)박수엔터테인먼트,에이원엔터테인먼트",2011-08-25,개봉영화,장편,일본,애니메이션,전체관람가,일반영화,139,52159,신카이 마코토,"카네모토 히사코, 이리노 미유, 이노우에 카즈히코",7.93,1381,116
1697,빅샤크2: 해저2만리,신우,,(주)히스토리필름,와이드 릴리즈(주),2019-06-06,개봉영화,장편,중국,애니메이션,전체관람가,일반영화,344,51841,신우,"장병관, 김소희",7.92,171,75
1701,스카이포스 3D,토니 탕,,(주)누리픽쳐스,(주)미디어데이,2013-02-28,개봉영화,장편,미국,애니메이션,전체관람가,일반영화,183,51553,토니 탕,"아론 크렙스, 헤더 고든",7.34,77,81
1705,빅 미라클,켄 콰피스,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2012-02-23,개봉영화,장편,미국,드라마,전체관람가,일반영화,170,51151,켄 콰피스,"드류 베리모어, 존 크래신스키, 크리스틴 벨",8.43,260,107
1720,언더더씨,에반 트라멜,,(주)히스토리필름,(주)팝엔터테인먼트,2017-06-22,개봉영화,장편,미국,애니메이션,전체관람가,일반영화,163,49958,에반 트라멜,"김연우, 황창영, 김경희",7.19,185,71
1723,번개맨의 비밀,강유선,"힘컨텐츠(주),한국교육방송공사 EBS",,(주)디스테이션,2018-12-06,개봉영화,장편,한국,가족,전체관람가,일반영화,309,49751,강유선,"서홍석, 김혜원, 유수호",9.0,258,69
1728,슈퍼미니 2,"토마스 자보,헬레네 지라드",,(주)박수엔터테인먼트,(주)박수엔터테인먼트,2019-02-27,개봉영화,장편,프랑스,애니메이션,전체관람가,일반영화,345,48942,토마스 자보,"브루노 살로몬, 티에리 프레몽",7.92,116,92
1729,미스 사이공 : 25주년 특별 공연,브렛 설리반,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2016-11-24,개봉영화,장편,미국,공연,15세이상관람가,일반영화,100,48931,브렛 설리반,"알리스태어 브래머, 에바 노블자다, 홍광호",9.19,270,175
1733,더 킥,"프라챠 핀카엡,이종석","방콕 필름 스튜디오,(유)더킥컴퍼니",,(주)쇼박스,2011-11-03,개봉영화,장편,한국,액션,12세이상관람가,일반영화,153,48396,프라챠 핀카엡,"조재현, 예지원, 나태주",6.95,921,105
1734,저지드레드 3D,피트 트래비스,,(유)조이앤컨텐츠그룹,롯데쇼핑㈜롯데엔터테인먼트,2012-12-06,개봉영화,장편,영국,SF,청소년관람불가,일반영화,184,48341,피트 트래비스,"칼 어번, 올리비아 썰비, 제이슨 코프",7.39,1012,95
1747,나츠메 우인장: 세상과 연을 맺다,"오오모리 타카히로,이토 히데키",,(주)애니플러스,(주)애니플러스,2018-10-31,개봉영화,장편,일본,애니메이션,전체관람가,일반영화,110,46913,오오모리 타카히로,"카미야 히로시, 이노우에 카즈히코, 코바야시 사나에",9.26,219,104
1750,적인걸2 : 신도해왕의 비밀,서극,,(주)포커스엔터테인먼트,씨너스엔터테인먼트(주),2013-10-02,개봉영화,장편,중국,미스터리,12세이상관람가,일반영화,169,46796,서극,"조우정, 안젤라베이비, 김범",7.92,1047,128
1754,크림슨 피크,길예르모 델 토로,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2015-11-25,개봉영화,장편,미국,판타지,청소년관람불가,일반영화,255,46735,길예르모 델 토로,"톰 히들스턴, 제시카 차스테인, 미아 와시코브스카",7.12,964,118
1763,플래닛 51,"호르헤 블랑코,마르코스 마르티네즈,자비에르 아바드",이라이온 애니메이션,(주)쇼박스,(주)쇼박스,2010-10-21,개봉영화,장편,스페인,애니메이션,전체관람가,일반영화,67,46330,호르헤 블랑코,"더 락, 제시카 비엘, 저스틴 롱",7.25,87,91
1764,블레어 위치,아담 윈가드,,㈜코리아스크린,㈜코리아스크린,2016-11-23,개봉영화,장편,미국,공포(호러),15세이상관람가,일반영화,172,46285,아담 윈가드,"칼리 헤르난데스, 제임스 앨런 맥퀸, 코빈 리드",5.88,537,89
1766,슈퍼윙스 3D,올가 로패토,,㈜코리아스크린,(주)영화사 빅,2013-08-14,개봉영화,장편,러시아,애니메이션,전체관람가,일반영화,129,46124,올가 로패토,"안드레이 메르즈리킨, 알렉세이 프란데티, 발렌틴 가프트",8.34,235,76
1768,아프리카 마법여행,조르디 롬파르트,,(주)씨씨에스미디어,롯데쇼핑㈜롯데엔터테인먼트,2011-01-20,개봉영화,장편,스페인,어드벤처,전체관람가,일반영화,150,46025,조르디 롬파르트,"레오노르 와틀링, 에바 게레슨, 레이몬드 불라",4.92,147,90
1776,리틀 프린세스 소피아: 엘레나와 비밀의 아발로 왕국,제이미 미첼,,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사,2017-04-13,개봉영화,장편,미국,애니메이션,전체관람가,일반영화,149,45484,제이미 미첼,"아리엘 윈터, 아미 카레로, 제인 폰다",8.67,464,63
1777,미운오리새끼,곽경택,(주)트리니티엔터테인먼트,,롯데쇼핑㈜롯데엔터테인먼트,2012-08-30,개봉영화,장편,한국,드라마,15세이상관람가,일반영화,167,45454,곽경택,"김준구, 오달수",8.72,1365,95
1782,밀림의 왕자 레오2,타케우치 요시오,,에이원엔터테인먼트,에이원엔터테인먼트,2012-11-08,개봉영화,장편,일본,애니메이션,전체관람가,일반영화,159,44988,타케우치 요시오,"츠카야마 마사네, 이시무라 토모코",8.08,72,99
1788,호두까기인형 3D,안드레이 콘찰로프스키,,(주)토러스엔터테인먼트,(주)나이너스엔터테인먼트,2013-01-03,개봉영화,장편,미국,가족,전체관람가,일반영화,132,44677,안드레이 콘찰로프스키,"엘르 패닝, 김유정, 김준현",6.64,129,96
1793,글래디에이터: 로마 영웅 탄생의 비밀 3D,이기니오 스트라피,,(유)조이앤컨텐츠그룹,(주)에스비에스콘텐츠허브,2013-03-14,개봉영화,장편,이탈리아,애니메이션,전체관람가,일반영화,275,44198,이기니오 스트라피,"루카 아르겐테로, 로라 치아티, 베렌 로드리게즈",5.19,135,94
1799,허슬러,로렌 스카파리아,,(유)조이앤시네마,"(주)제이앤씨미디어그룹,TCO(주)더콘텐츠온",2019-11-27,개봉영화,장편,미국,범죄,청소년관람불가,일반영화,445,43809,로렌 스카파리아,"제니퍼 로페즈, 콘스탄스 우, 릴리 라인하트",6.91,290,110
1812,스페이스 독,"이나 예블라니코바,스비야토슬라브 우샤코프",,주식회사 루믹스미디어,예지림엔터테인먼트,2012-03-22,개봉영화,장편,러시아,애니메이션,전체관람가,일반영화,148,42720,이나 예블라니코바,"엘레나 야코블레바, 안나 볼쇼바",8.1,48,85
1819,피케이: 별에서 온 얼간이,라즈쿠마르 히라니,,주식회사 더쿱,(주)와우픽쳐스,2015-09-03,개봉영화,장편,인도,코미디,15세이상관람가,일반영화,184,42088,라즈쿠마르 히라니,"아미르 칸, 산제이 더트, 아누쉬카 샤르마",9.12,944,129
1820,천국에 다녀온 소년,랜달 월러스,,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),2014-06-12,개봉영화,장편,미국,드라마,전체관람가,일반영화,25,41957,랜달 월러스,"그렉 키니어, 켈리 라일리, 코너 코롬",7.39,700,100
1824,스푹스:MI5,바랫 낼러리,,(주)영화사 빅,(주)영화사 빅,2016-03-17,개봉영화,장편,영국,액션,15세이상관람가,일반영화,341,41416,바랫 낼러리,"키트 해링턴, 피터 퍼스, 엘예스 가벨",6.55,244,101
1828,극장판 뽀잉: 슈퍼 변신의 비밀,정미화,(주)크레이지버드스튜디오,,"(주)이수C&E,(주)시너지미디어",2018-09-20,개봉영화,장편,한국,애니메이션,전체관람가,일반영화,294,41054,정미화,"전태열, 엄상현, 홍소영",8.99,97,72
1830,레이디버그,장성,(주)삼지애니메이션,,(주)삼지애니메이션,2017-02-22,개봉영화,장편,한국,애니메이션,전체관람가,일반영화,172,41041,장성,"여민정, 남도형, 홍시호",9.41,254,67
1832,레플리카,제프리 나흐마노프,,(유)조이앤시네마,(주)제이앤씨미디어그룹,2019-09-25,개봉영화,장편,미국,범죄,15세이상관람가,일반영화,360,40985,제프리 나흐마노프,"키아누 리브스, 앨리스 이브, 토머스 미들디치",6.71,426,107
1844,G-포스: 기니피그 특공대,호이트 예이트만,월트 디즈니 픽쳐스,한국소니픽쳐스릴리징브에나비스타영화㈜,한국소니픽쳐스릴리징브에나비스타영화㈜,2010-04-22,개봉영화,장편,미국,가족,전체관람가,일반영화,80,40161,호이트 예이트만,"빌 나이, 샘 록웰, 윌 아넷",7.89,311,90
1851,스트리트 댄스 2: 라틴배틀,"맥스 기와,다니아 파스퀴니",,판씨네마(주),판씨네마(주),2012-07-12,개봉영화,장편,영국,드라마,12세이상관람가,일반영화,133,39394,맥스 기와,"폴크 헨쉘, 소피아 부텔라, 조지 샘슨",6.91,203,85
1859,나의 그리스식 웨딩 2,커크 존스,,(주)누리픽쳐스,(주)이수C&E,2016-03-30,개봉영화,장편,미국,코미디,15세이상관람가,일반영화,327,38305,커크 존스,"니아 발다로스, 존 코베트, 엘레나 캠푸리스",7.32,243,94
1865,흑집사 -북 오브 더 아틀란틱-,아베 노리유키,,(주)애니플러스,(주)박수엔터테인먼트,2017-04-13,개봉영화,장편,일본,애니메이션,15세이상관람가,일반영화,94,37954,아베 노리유키,"오노 다이스케, 사카모토 마아야",9.13,572,100
1867,쟈니 잉글리쉬2 : 네버다이,올리버 파커,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2011-11-02,개봉영화,장편,미국,코미디,전체관람가,일반영화,139,37823,올리버 파커,"로완 앳킨슨, 질리언 앤더슨",7.45,287,101
1879,폭풍우 치는 밤에: 비밀 친구,아미노 테츠로,,(주)머스트씨무비,(주)마인스 엔터테인먼트,2013-05-01,개봉영화,장편,일본,애니메이션,전체관람가,일반영화,231,37112,아미노 테츠로,"요시노 히로유키, 쿠기미야 리에, 호리에 유이",7.94,86,89
1885,극장판 썬더일레븐 GO VS 골판지 전사 W,미야오 요시카즈,,씨제이이앤엠(주),씨제이이앤엠(주),2013-06-05,개봉영화,장편,일본,애니메이션,전체관람가,일반영화,99,36492,미야오 요시카즈,"테라사키 유카, 시모노 히로",8.44,142,90
1887,가필드 펫 포스 3D,마크 A.Z. 디페,,(주)미디어데이,(주)화앤담이엔티,2011-01-27,개봉영화,장편,미국,애니메이션,전체관람가,일반영화,69,36420,마크 A.Z. 디페,프랭크 웰커,6.36,86,73
1894,에스엠타운 더 스테이지,배성상,(주)에스엠 컬처앤콘텐츠,,주식회사 디에스이이디,2015-08-13,개봉영화,장편,한국,다큐멘터리,전체관람가,일반영화,65,35857,배성상,"강타, 보아, 동방신기",8.18,322,107
1895,반지의 제왕 : 반지원정대 (확장판),피터 잭슨,,(주)영화사오원,(주)디스테이션,2017-01-11,개봉영화,장편,뉴질랜드,판타지,12세이상관람가,일반영화,74,35758,피터 잭슨,"일라이저 우드, 숀 애스틴, 앤디 서키스",9.37,7089,263
1896,지구대표 롤링스타즈,임상준,"(주)한컴,캐릭터플랜(주)",,롯데쇼핑㈜롯데엔터테인먼트,2011-03-24,개봉영화,장편,한국,애니메이션,전체관람가,일반영화,171,35578,임상준,"류덕환, 류승룡, 심은경",6.45,91,83
1899,스파키,"아론 우들리,애론 우들리",(주)레드로버,,예지림엔터테인먼트,2018-04-12,개봉영화,장편,한국,애니메이션,전체관람가,일반영화,312,35436,아론 우들리,"제이스 노먼, 제시카 비엘, 수잔 서랜든",8.87,227,91
1909,드래곤 헌터,"기욤 이베르넬,아르튀르 크왁",,미디어소프트,"롯데쇼핑㈜롯데엔터테인먼트,케이비에스미디어(주)",2013-01-24,개봉영화,장편,프랑스,애니메이션,전체관람가,일반영화,105,34984,기욤 이베르넬,벵상 링던 목소리),6.47,98,80
1927,극장판 레이디버그: 미라클스톤의 비밀,토마스 아스트뤽,,,(주)삼지애니메이션,2018-01-25,개봉영화,장편,프랑스,애니메이션,전체관람가,일반영화,305,34466,토마스 아스트뤽,"여민정, 남도형, 홍시호",9.41,254,67
1932,빅 웨딩,저스틴 잭햄,,(주)뮤제엔터테인먼트,(주)나이너스엔터테인먼트,2013-06-27,개봉영화,장편,미국,멜로/로맨스,청소년관람불가,일반영화,166,33993,저스틴 잭햄,"아만다 사이프리드, 벤 반스, 로버트 드 니로",6.47,209,90
1939,코난: 암흑의 시대,마커스 니스펠,,제이엠지엔터테인먼트(주),씨제이이앤엠(주),2012-04-05,개봉영화,장편,미국,판타지,청소년관람불가,일반영화,198,33469,마커스 니스펠,"제이슨 모모아, 레이첼 니콜스, 스티븐 랭",7.81,1538,112
1941,배틀 오브 비보이,벤슨 리,,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),2014-01-09,개봉영화,장편,미국,드라마,12세이상관람가,일반영화,80,33360,벤슨 리,"조쉬 할로웨이, 크리스 브라운, 조쉬 펙",7.53,87,109
1945,I AM,최진성,"씨제이이앤엠(주),(주)에스엠엔터테인먼트",,씨제이이앤엠(주),2012-06-21,개봉영화,장편,한국,다큐멘터리,전체관람가,일반영화,137,32988,최진성,"강타, 보아, 유노윤호",7.35,652,116
1947,빅 위시,,,(주)박수엔터테인먼트,(주)박수엔터테인먼트,2019-10-30,개봉영화,장편,멕시코,판타지,전체관람가,일반영화,336,32684,,"서반석, 김보나, 이다은",7.12,24,91
1950,꼬마 잠수함 올리 2,밥 두셋,,예지림엔터테인먼트,예지림엔터테인먼트,2014-12-04,개봉영화,장편,미국,애니메이션,전체관람가,일반영화,186,32453,밥 두셋,로버트 스톨텐베르그,7.93,46,72
1954,대결,신동엽,"휴메니테라픽쳐스(주),컴퍼니에이이엔티(주)",,"(주)스톰픽쳐스코리아,TCO(주)더콘텐츠온",2016-09-22,개봉영화,장편,한국,액션,15세이상관람가,일반영화,366,32278,신동엽,"줄리엣 베르토, 뷜 오지에, 장 바빌레",-,-,121
1958,극장판 위 베어 베어스: 곰 브라더스,매니 에르난데스,,터너코리아 유한회사,(주)팝엔터테인먼트,2017-08-24,개봉영화,장편,미국,애니메이션,전체관람가,일반영화,307,32021,매니 에르난데스,"송준석, 김명준, 이주창",7.63,91,62
1977,막달라 마리아: 부활의 증인,가스 데이비스,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2018-03-28,개봉영화,장편,영국,드라마,12세이상관람가,일반영화,111,30833,가스 데이비스,"루니 마라, 호아킨 피닉스, 치웨텔 에지오포",6.95,255,120
1982,신밧드와 마법 양탄자,카스텐 킬러리치,,(주)박수엔터테인먼트,(주)박수엔터테인먼트,2019-02-13,개봉영화,장편,덴마크,애니메이션,전체관람가,일반영화,258,30534,카스텐 킬러리치,투레 린드하르트,8.33,42,82
1986,벨 아미,"데클란 도넬란,닉 오머로드",,(주)유니코리아문예투자,(주)에스비에스콘텐츠허브,2012-08-30,개봉영화,장편,영국,드라마,청소년관람불가,일반영화,103,30373,데클란 도넬란,"로버트 패틴슨, 우마 서먼, 크리스티나 리치",6.62,254,102
1987,반지의 제왕 : 왕의 귀환 (확장판),피터 잭슨,,(주)영화사오원,(주)디스테이션,2017-01-25,개봉영화,장편,뉴질랜드,판타지,12세이상관람가,일반영화,56,30349,피터 잭슨,"일라이저 우드, 숀 애스틴, 앤디 서키스",9.37,7089,263
1999,33,패트리시아 리건,,(주)나이너스엔터테인먼트,(주)나이너스엔터테인먼트,2016-04-07,개봉영화,장편,미국,드라마,12세이상관람가,일반영화,320,29728,패트리시아 리건,"안토니오 반데라스, 로드리고 산토로, 줄리엣 비노쉬",8.56,239,126
2009,역모-반란의 시대,김홍선,"Picsso,(주)원픽쳐스",,(주)스톰픽쳐스코리아,2017-11-23,개봉영화,장편,한국,사극,15세이상관람가,일반영화,355,29294,김홍선,"정해인, 김지훈, 이원종",3.77,981,102
2013,왕이 될 아이,조 코니쉬,,이십세기폭스코리아(주),이십세기폭스코리아(주),2019-01-16,개봉영화,장편,미국,어드벤처,전체관람가,일반영화,264,29236,조 코니쉬,"루이스 서키스, 레베카 퍼거슨, 패트릭 스튜어트",7.95,258,120
2019,캐리tv 러브콘서트 더 무비,"정귀호,이민환,석진욱",(주)캐리소프트,,롯데컬처웍스(주)롯데엔터테인먼트,2019-08-07,개봉영화,장편,한국,공연,전체관람가,일반영화,155,28679,정귀호,"이성인, 소경호, 현채민",8.11,85,79
2025,크리미널 스쿼드,크리스찬 구드가스트,,(주)누리픽쳐스,(주)이수C&E,2018-04-19,개봉영화,장편,미국,범죄,15세이상관람가,일반영화,361,28477,크리스찬 구드가스트,"제라드 버틀러, 파블로 쉬레이버, 50 센트",7.8,622,123
2027,극장판 암살교실 : 365일의 시간,키시 세이지,,애니맥스 브로드캐스팅 코리아 유한회사,(주)박수엔터테인먼트,2017-03-23,개봉영화,장편,일본,애니메이션,12세이상관람가,일반영화,98,28364,키시 세이지,"후쿠야마 쥰, 스기타 토모카즈, 이토 시즈카",8.44,346,92
2032,걸즈 앤 판처 극장판,미즈시마 츠토무,,(주)머스트씨무비릴리징컴퍼니,"(주)머스트씨무비릴리징컴퍼니,주식회사 온 피크",2016-08-25,개봉영화,장편,일본,애니메이션,12세이상관람가,일반영화,57,28121,미즈시마 츠토무,"후치가미 마이, 카야노 아이",8.96,144,124
2033,투 프렌즈,빅터 아즈에프,,(주)박수엔터테인먼트,(주)박수엔터테인먼트,2018-11-29,개봉영화,장편,러시아,애니메이션,전체관람가,일반영화,273,28082,빅터 아즈에프,"조연우, 신정훈, 박상우",4.46,76,75
2044,코비: 블루 엘리펀트의 전설,타위랍 스리우티윙스,,(주)영화사 빅,(주)영화사 빅,2013-12-05,개봉영화,장편,태국,애니메이션,전체관람가,일반영화,104,27463,타위랍 스리우티윙스,"위훈, 윤세웅, 곽윤상",8.54,57,95
2045,반지의 제왕 : 두개의 탑 (확장판),피터 잭슨,,(주)영화사오원,(주)디스테이션,2017-01-18,개봉영화,장편,뉴질랜드,판타지,12세이상관람가,일반영화,58,27440,피터 잭슨,"일라이저 우드, 이안 맥켈런, 비고 모텐슨",9.33,2726,235
2054,피쉬 프렌즈: 알록이의 신기한 모험,부르한 군,,(주)박수엔터테인먼트,(주)박수엔터테인먼트,2018-08-30,개봉영화,장편,터키,애니메이션,전체관람가,일반영화,320,27128,부르한 군,"송영인, 방지원, 이세원",4.53,66,68
2064,아기돼지 3형제와 매직램프,유위,,(주)히스토리필름,(주)팝엔터테인먼트,2017-03-23,개봉영화,장편,중국,애니메이션,전체관람가,일반영화,135,26670,유위,"윤아영, 이소은, 최정현",7.02,128,78
2073,트레이서,다니엘 벤마요,,(주)드림웨스트픽쳐스,"(주)영화사오원,(주)브리즈픽처스",2015-03-19,개봉영화,장편,미국,액션,15세이상관람가,일반영화,249,26262,다니엘 벤마요,"테일러 로트너, 마리 아브게로폴로스, 애덤 레이너",6.7,281,93
2080,구스범스: 몬스터의 역습,아리 산델,,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,2018-11-07,개봉영화,장편,미국,판타지,12세이상관람가,일반영화,167,25857,아리 산델,"웬디 맥렌던 커비, 매디슨 아이스먼, 제레미 레이 테일러",7.16,206,90
2093,정글북: 마법 원정대,막심 파디브,,(주)박수엔터테인먼트,(주)박수엔터테인먼트,2019-03-21,개봉영화,장편,러시아,애니메이션,전체관람가,일반영화,372,25419,막심 파디브,"콘스탄틴 카벤스키, 아르멘 드지가르크하니안",6.99,69,80
